Gene,Depth,Childindex,Cluster_size,n_gs_genes_in_clust,Score,gold.standard.genes.in.cluster
ZNF771,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NPAS4,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TUBA1A,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
C3orf70,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
DACT3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PGBD1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NT5E,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GLRA4,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SOCS2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
EDNRA,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GPR161,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TWSG1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GUCY1A2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GJC1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MFAP5,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
IGF1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FKBP14,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PI15,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ALDH1B1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SEC23A,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ATF3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SELE,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
C1orf186,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NRIP2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HOXD3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HOXD4,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
RAMP1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MEIS3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
OSR2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CHRD,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ADRA2C,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
KCNG1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TRH,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GDF7,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HOXA10,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HOXA11,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HOXD11,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HOXD9,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HOXD10,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PAMR1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FAP,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CPXM1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MFAP2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MMP14,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
RIMKLB,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
BTBD19,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ZNF469,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
EMILIN1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SPON2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PDLIM4,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SEMA3C,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CXCL12,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
KCNE4,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CHRDL2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CPM,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MSX1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MMP11,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ASIC2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MMP26,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
KIAA1024L,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
RAI14,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
LIMS3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
LIMS1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ARHGEF3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
WISP1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ZBTB38,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ZMYND8,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TMEM101,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
STX18,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SCGB1D2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SOX17,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
KCNK6,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ZNF562,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PHACTR4,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CCDC6,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HGSNAT,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MAP4K5,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CXorf23,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PRIMPOL,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
RNF217,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
LONRF1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SLC38A2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SLC19A1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
C3orf58,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ATL2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
DOCK1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FGFR2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MTA3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ZNF436,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NAB1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ZNF658,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PTPN13,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CCDC149,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SCARB2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CLCC1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TCEAL3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
LRCH2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ARMCX4,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
EBF4,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ANGPTL1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
LRP6,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ZFHX3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
STARD13,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MBTPS2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MORF4L2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MAGED1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TUSC3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
WBP5,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
EXTL2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PCDHGB4,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ZC3HAV1L,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MAGED2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ARSK,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
RARB,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PPFIBP1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ITGAV,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TSHZ2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
DDR2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CRTAP,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TGFBR3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CACHD1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NDN,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SGCE,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
VAT1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SOCS5,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SPG20,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MARVELD1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
KDELC2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CALD1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ANTXR2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
STON1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SULF2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
COL12A1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SNAI2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
OLFML3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TSHZ3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FKBP7,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
C1QTNF7,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MAMDC2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ROR1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
